osm_id,name,building,building:levels,height,addr:housenumber,addr:street,addr:postcode,amenity,shop,tourism,historic,start_date,wikidata
"way/472148588","","yes","","","","","","","","","","",""
"way/472148589","","yes","","","","","","","","","","",""
"way/472148590","","yes","","","","","","","","","","",""
"way/472148591","","yes","","","","","","","","","","",""
"way/472148594","","yes","","","518","Old Santa Fe Trail","87505","","","","","",""
"way/472152767","","yes","","","","","","","","","","",""
"way/472152770","","yes","","","","","","","","","","",""
"way/472152772","","yes","","","","","","","","","","",""
"way/472152773","","yes","","","","","","","","","","",""
"way/472152775","","yes","","","","","","","","","","",""
"way/472152777","","yes","","","","","","","","","","",""
"way/472152779","","yes","","","","","","","","","","",""
"way/472152782","","yes","","","","","","","","","","",""
"way/472152785","","yes","","","","","","","","","","",""
"way/472152787","","yes","","","","","","","","","","",""
"way/472152789","","yes","","","","","","","","","","",""
"way/472152791","","yes","","","","","","","","","","",""
"way/472152793","","yes","","","","","","","","","","",""
"way/472152800","","yes","","","","","","","","","","",""
"way/472152804","","yes","","","","","","","","","","",""
"way/472152806","","yes","","","","","","","","","","",""
"way/472152811","","yes","","","","","","","","","","",""
"way/472152813","","yes","","","","","","","","","","",""
"way/472152815","","yes","","","","","","","","","","",""
"way/472152817","","yes","","","","","","","","","","",""
"way/472152821","Casa de Corey","yes","","","212","E. Santa Fe Ave.","87501","","","","","",""
"way/472152826","","yes","","","","","","","","","","",""
"way/472152828","","yes","","","","","","","","","","",""
"way/472152831","","yes","","","","","","","","","","",""
"way/472152840","","yes","","","","","","","","","","",""
"way/472152842","","yes","","","","","","","","","","",""
"way/472153875","","yes","","","","","","","","","","",""
"way/472153876","","yes","","","","","","","","","","",""
"way/472153878","","yes","","","","","","","","","","",""
"way/472153879","","yes","","","","","","","","","","",""
"way/472153880","","yes","","","","","","","","","","",""
"way/472153881","","yes","","","","","","","","","","",""
"way/472153882","","yes","","","","","","","","","","",""
"way/472153883","","yes","","","","","","","","","","",""
"way/472153886","","yes","","","","","","","","","","",""
"way/472153887","","yes","","","1239","Paseo de Peralta","","","","","","",""
"way/472157558","Greer Mansion Professional Offices","yes","2","","505","Don Gaspar Avenue","","","","","","",""
"way/472157564","","yes","","","","","","","","","","",""
"way/472157565","Grubesic Building","yes","","","1322","Paseo de Peralta","","","","","","",""
"way/472157567","","yes","","","","","","","","","","",""
"way/472157568","","yes","","","","","","","","","","",""
"way/472157569","","yes","","","","","","","","","","",""
"way/472157571","Sargent House","yes","2","","521","Paseo de Peralta","87501","","","","building","",""
"way/472157573","","roof","","","","","","","","","","",""
"way/472157574","","yes","","","","","","","","","","",""
"way/472157581","","yes","","","","","","","","","","",""
"way/472157582","","yes","","","","","","","","","","",""
"way/472157584","","yes","","","","","","","","","","",""
"way/472157585","","yes","","","","","","","","","","",""
"way/472157586","","yes","","","","","","","","","","",""
"way/472157587","","yes","","","","","","","","","","",""
"way/472163564","","yes","","","","","","","","","","",""
"way/472163570","","yes","","","","","","","","","","",""
"way/472163576","","yes","","","","","","","","","","",""
"way/472163583","","yes","","","","","","","","","","",""
"way/472164364","","roof","","","","","","","","","","",""
"way/473190151","Santuario de Nuestra Señora de Guadalupe","religious","","","417","Agua Fria Street","87501","place_of_worship","","","","","Q52515315"
"way/473190160","","church","","","","","","","","","","",""
"way/473190162","","yes","","","","","","","","","","",""
"way/473190163","","yes","","","","","","","","","","",""
"way/473220810","Plaza Bandstand","yes","1","","","","","","","","","",""
"way/473459941","","yes","","","","","","","","","","",""
"way/473459942","","yes","","","","","","","","","","",""
"way/473459943","","yes","","","","","","","","","","",""
"way/473459944","","yes","","","","","","","","","","",""
"way/473459946","","yes","","","","","","","","","","",""
"way/473459947","","yes","","","","","","","","","","",""
"way/473459948","","yes","","","","","","","","","","",""
"way/473459952","","yes","","","","","","","","","","",""
"way/473584623","","yes","","","","","","","","","","",""
"way/473584624","Museum of New Mexico Foundation Offices","yes","","","1411","Paseo de Peralta","87501","","","","","",""
"way/473584625","","yes","","","","","","","","","","",""
"way/473584626","","yes","","","","","","","","","","",""
"way/473584629","","yes","","","","","","","","","","",""
"way/473584632","","yes","","","","","","","","","","",""
"way/473584633","","yes","","","","","","","","","","",""
"way/473584634","","yes","","","","","","","","","","",""
"way/473584636","","yes","","","","","","","","","","",""
"way/473584637","","yes","","","","","","","","","","",""
"way/473584638","","yes","","","","","","","","","","",""
"way/473584640","","yes","","","","","","","","","","",""
"way/473584641","","yes","","","","","","","","","","",""
"way/473584642","","yes","","","","","","","","","","",""
"way/473584643","","yes","","","","","","","","","","",""
"way/473584644","","yes","","","","","","","","","","",""
"way/473584645","","yes","","","","","","","","","","",""
"way/473584646","","yes","","","","","","","","","","",""
"way/473584647","","yes","","","","","","","","","","",""
"way/473584648","","yes","","","","","","","","","","",""
"way/473584649","","yes","","","","","","","","","","",""
"way/473584651","","yes","","","","","","","","","","",""
"way/473584652","","yes","","","","","","","","","","",""
"way/473584653","","yes","","","","","","","","","","",""
"way/473584654","","yes","","","","","","","","","","",""
"way/473584655","","yes","","","","","","","","","","",""
"way/473584656","","yes","","","","","","","","","","",""
"way/473584657","","yes","","","","","","","","","","",""
"way/473584661","","yes","","","","","","","","","","",""
"way/473584662","","yes","","","","","","","","","","",""
"way/473584663","","yes","","","","","","","","","","",""
"way/473584664","","yes","","","","","","","","","","",""
"way/473585947","","yes","","","","","","","","","","",""
"way/473585949","","yes","","","","","","","","","","",""
"way/473585950","","yes","","","","","","","","","","",""
"way/473585951","","yes","","","","","","","","","","",""
"way/473585952","","yes","","","","","","","","","","",""
"way/473585955","","yes","","","","","","","","","","",""
"way/473585956","","yes","","","","","","","","","","",""
"way/473585957","","yes","","","","","","","","","","",""
"way/473585958","","yes","","","","","","","","","","",""
"way/473585959","","yes","","","","","","","","","","",""
"way/473585961","","yes","","","","","","","","","","",""
"way/473585962","","yes","","","","","","","","","","",""
"way/473585963","","yes","","","","","","","","","","",""
"way/473591094","","yes","","","","","","","","","","",""
"way/473591095","","yes","","","","","","","","","","",""
"way/473591096","","yes","","","","","","","","","","",""
"way/473591097","","yes","","","","","","","","","","",""
"way/473591098","","yes","","","","","","","","","","",""
"way/473591099","","yes","","","","","","","","","","",""
"way/473591103","","yes","","","","","","","","","","",""
"way/473591106","","yes","","","","","","","","","","",""
"way/473591107","","yes","","","","","","","","","","",""
"way/473591111","","yes","","","","","","","","","","",""
"way/473591116","","yes","","","","","","","","","","",""
"way/473591117","","yes","","","","","","","","","","",""
"way/473591118","","yes","","","","","","","","","","",""
"way/473591119","","yes","","","","","","","","","","",""
"way/473591120","","yes","","","","","","","","","","",""
"way/473591121","","yes","","","","","","","","","","",""
"way/473591122","","yes","","","","","","","","","","",""
"way/473591123","","yes","","","","","","","","","","",""
"way/473591124","","yes","","","","","","","","","","",""
"way/473591153","The Salvation Army","yes","","","","","","","","","","",""
"way/473616695","","yes","","","","","","","","","","",""
"way/473616696","","yes","","","","","","","","","","",""
"way/473616697","","yes","","","","","","","","","","",""
"way/473616698","","yes","","","","","","","","","","",""
"way/473616699","","yes","","","","","","","","","","",""
"way/473616700","","yes","","","","","","","","","","",""
"way/473616701","","yes","","","","","","","","","","",""
"way/473616702","","yes","","","","","","","","","","",""
"way/473616703","","yes","","","","","","","","","","",""
"way/473616704","Feldhake Building","office","2","","300","Catron Street","","","","","","",""
"way/473616705","","yes","","","238","Griffin Street","","","","","","",""
"way/473616706","","yes","","","","","","","","","","",""
"way/473616707","","yes","","","","","","","","","","",""
"way/473616708","","yes","","","","","","","","","","",""
"way/473616709","","yes","","","","","","","","","","",""
"way/473616710","","yes","","","","","","","","","","",""
"way/473616711","","yes","","","","","","","","","","",""
"way/473616712","","yes","","","","","","","","","","",""
"way/473616713","","yes","","","","","","","","","","",""
"way/473616714","","yes","","","","","","","","","","",""
"way/473616715","","yes","","","","","","","","","","",""
"way/473616716","","yes","","","","","","","","","","",""
"way/473616717","","yes","","","","","","","","","","",""
"way/473616718","","yes","","","","","","","","","","",""
"way/473616719","","yes","","","","","","","","","","",""
"way/473616720","","yes","","","","","","","","","","",""
"way/473616721","","yes","","","","","","","","","","",""
"way/473616722","","yes","","","","","","","","","","",""
"way/473616723","","yes","","","","","","","","","","",""
"way/473616738","","yes","","","","","","","","","","",""
"way/473616739","","yes","","","","","","","","","","",""
"way/473616740","","yes","","","","","","","","","","",""
"way/473616741","","yes","","","","","","","","","","",""
"way/473616742","","yes","","","","","","","","","","",""
"way/473616743","Santa Fe Chamber Music Festival","yes","","","208","Griffin Street","87501","","","","","",""
"way/473616746","","yes","","","","","","","","","","",""
"way/473616747","","yes","","","","","","","","","","",""
"way/473616753","","yes","","","","","","","","","","",""
"way/473616754","","yes","","","","","","","","","","",""
"way/473616756","","yes","","","","","","","","","","",""
"way/473616757","","yes","","","","","","","","","","",""
"way/473616758","","yes","","","","","","","","","","",""
"way/473616760","","yes","","","","","","","","","","",""
"way/473616761","","yes","","","","","","","","","","",""
"way/473616762","","yes","","","","","","","","","","",""
"way/473616763","","yes","","","","","","","","","","",""
"way/473616764","","yes","","","","","","","","","","",""
"way/473616765","","yes","","","","","","","","","","",""
"way/473616766","","yes","","","","","","","","","","",""
"way/473616767","","yes","","","","","","","","","","",""
"way/473616768","Adobe Abode Casita","yes","","","","","","","","apartment","","",""
"way/473616770","","yes","","","","","","","","","","",""
"way/473616771","","yes","","","","","","","","","","",""
"way/473616772","","yes","","","","","","","","","","",""
"way/473616773","","yes","","","","","","","","","","",""
"way/473616774","","yes","","","","","","","","","","",""
"way/473616775","","yes","","","","","","","","","","",""
"way/473616776","","yes","","","","","","","","","","",""
"way/473616777","","yes","","","","","","","","","","",""
"way/473616778","","yes","","","","","","","","","","",""
"way/473616779","","yes","","","","","","","","","","",""
"way/473616781","","yes","","","","","","","","","","",""
"way/473616782","","yes","","","","","","","","","","",""
"way/473616783","","yes","","","","","","","","","","",""
"way/473618078","","yes","","","","","","","","","","",""
"way/473618079","","yes","","","","","","","","","","",""
"way/473618088","","yes","","","","","","","","","","",""
"way/473618089","","yes","","","","","","","","","","",""
"way/473618092","","yes","","","136","Grant Avenue","","","","","","",""
"way/473618093","","yes","","","","","","","","","","",""
"way/473618094","","yes","","","","","","","","","","",""
"way/473618095","","yes","","","","","","","","","","",""
"way/473618942","","yes","","","","","","","","","","",""
"way/473618944","The Deli at Sassella","yes","","","216","McKenzie Street","87501","","deli","","","",""
"way/473618946","","yes","","","","","","","","","","",""
"way/473618948","","yes","","","","","","","","","","",""
"way/473618956","","yes","","","","","","","","","","",""
"way/473618960","","yes","","","","","","","","","","",""
"way/473618961","","yes","","","","","","","","","","",""
"way/473672197","Century Bank","yes","2","","","","","bank","","","","",""
"way/473673102","510 Guadalupe","commercial","","","510","North Guadalupe Street","87501","","","","","",""
"way/473673118","","yes","","","","","","","","","","",""
"way/473673119","Rosario Chapel","chapel","","","499","North Guadalupe Street","87501","","","","","",""
"way/473673120","","yes","","","","","","","","","","",""
"way/473673121","","yes","","","","","","","","","","",""
"way/473673122","Office","yes","","","","","","","","","","",""
"way/473673727","","retail","","","604","North Guadalupe Street","87501","","","","","",""
"way/473673728","","yes","","","","","","","","","","",""
"way/473673729","","yes","","","","","","","","","","",""
"way/473673731","Blake's Lotaburger","yes","","","404","North Guadalupe Street","87501","fast_food","","","","",""
"way/473673732","Dolina Santa Fe","yes","","","402","North Guadalupe Street","87501","","bakery","","","",""
"way/473673733","Martinizing Dry Cleaning","yes","","","","North Guadalupe Street","","","dry_cleaning","","","",""
"way/473673734","","yes","","","","","","","","","","",""
"way/473674878","SavantX Research Center","yes","","","504","Jose Street","","","","","","",""
"way/473674879","","yes","","","","","","","","","","",""
"way/473674880","","yes","","","","","","","","","","",""
"way/473674881","","yes","","","","","","","","","","",""
"way/473674882","","yes","","","","","","","","","","",""
"way/473674883","","yes","","","","","","","","","","",""
"way/473674884","","yes","","","","","","","","","","",""
"way/473674885","","yes","","","","","","","","","","",""
"way/473674886","","yes","","","","","","","","","","",""
"way/473674887","","yes","","","","","","","","","","",""
"way/473674888","","yes","","","","","","","","","","",""
"way/473674891","","yes","","","","","","","","","","",""
"way/473674892","","yes","","","","","","","","","","",""
"way/473674893","","yes","","","","","","","","","","",""
"way/473674895","","yes","","","","","","","","","","",""
"way/473674899","","yes","","","","","","","","","","",""
"way/473674900","","yes","","","","","","","","","","",""
"way/473674901","","yes","","","","","","","","","","",""
"way/473674902","","yes","","","","","","","","","","",""
"way/473674903","","yes","","","","","","","","","","",""
"way/473674904","","yes","","","","","","","","","","",""
"way/473674909","","yes","","","","","","","","","","",""
"way/473674911","","yes","","","","","","","","","","",""
"way/473674914","","yes","","","","","","","","","","",""
"way/473682358","","yes","","","","","","","","","","",""
"way/473682364","","yes","","","","","","","","","","",""
"way/473682365","","yes","","","","","","","","","","",""
"way/473682367","","yes","","","","","","","","","","",""
"way/473682368","","yes","","","","","","","","","","",""
"way/473682369","","yes","","","","","","","","","","",""
"way/473682370","","yes","","","","","","","","","","",""
"way/473682371","","yes","","","","","","","","","","",""
"way/473682375","","yes","","","","","","","","","","",""
"way/473682381","","yes","","","222","North Guadalupe Street","","","","","","",""
"way/473682382","","yes","","","","","","","","","","",""
"way/473682383","","yes","","","","","","","","","","",""
"way/473682384","","yes","","","","","","","","","","",""
"way/473682385","","yes","","","","","","","","","","",""
"way/473682387","","yes","","","232","North Guadalupe Street","","","","","","",""
"way/473682388","","yes","","","","","","","","","","",""
"way/473682392","","yes","","","","","","","","","","",""
"way/473682393","","yes","","","","","","","","","","",""
"way/473682394","","yes","","","","","","","","","","",""
"way/473682395","","yes","","","","","","","","","","",""
"way/473682396","","yes","","","","","","","","","","",""
"way/473682397","","yes","","","","","","","","","","",""
"way/473682398","","yes","","","","","","","","","","",""
"way/473682399","","yes","","","","","","","","","","",""
"way/473682401","","yes","","","","","","","","","","",""
"way/473682402","","yes","","","","","","","","","","",""
"way/473682404","","yes","","","","","","","","","","",""
"way/473682405","","yes","","","443","West San Francisco Street","87501","","","","","",""
"way/473682406","","yes","","","","","","","","","","",""
"way/473682409","","yes","","","","","","","","","","",""
"way/473682410","","yes","","","","","","","","","","",""
"way/473682412","","yes","","","","","","","","","","",""
"way/473682413","","yes","","","","","","","","","","",""
"way/473682414","","yes","","","","","","","","","","",""
"way/473682415","","yes","","","","","","","","","","",""
"way/473682416","","yes","","","","","","","","","","",""
"way/473682421","","yes","","","","","","","","","","",""
"way/473682422","","yes","","","","","","","","","","",""
"way/473682426","","yes","","","","","","","","","","",""
"way/473682427","","yes","","","","","","","","","","",""
"way/473682428","","yes","","","","","","","","","","",""
"way/473682429","","yes","","","","","","","","","","",""
"way/473682431","","yes","","","","","","","","","","",""
"way/473682432","","yes","","","","","","","","","","",""
"way/473684775","","yes","","","","","","","","","","",""
"way/473684776","","yes","","","","","","","","","","",""
"way/473684777","","yes","","","","","","","","","","",""
"way/473684778","","yes","","","","","","","","","","",""
"way/473684779","","yes","","","","","","","","","","",""
"way/473684780","","yes","","","","","","","","","","",""
"way/473684781","","yes","","","","","","","","","","",""
"way/473684782","","yes","","","","","","","","","","",""
"way/473684787","","yes","","","","","","","","","","",""
"way/473684788","","yes","","","","","","","","","","",""
"way/473684790","","yes","","","","","","","","","","",""
"way/473684791","","yes","","","","","","","","","","",""
"way/473684792","","yes","","","","","","","","","","",""
"way/473684793","","yes","","","","","","","","","","",""
"way/473684794","","yes","","","","","","","","","","",""
"way/473684797","","yes","","","","","","","","","","",""
"way/473684798","","yes","","","","","","","","","","",""
"way/473684802","","yes","","","","","","","","","","",""
"way/473684804","","yes","","","","","","","","","","",""
"way/473684805","","yes","","","","","","","","","","",""
"way/473684806","","yes","","","","","","","","","","",""
"way/473684807","","yes","","","","","","","","","","",""
"way/473684808","","yes","","","","","","","","","","",""
"way/473684810","","yes","","","","","","","","","","",""
"way/473684811","","yes","","","","","","","","","","",""
"way/473684812","","yes","","","","","","","","","","",""
"way/473684813","","yes","","","","","","","","","","",""
"way/473684817","","yes","","","","","","","","","","",""
"way/473684818","","yes","","","","","","","","","","",""
"way/473684820","","yes","","","","","","","","","","",""
"way/473684824","","yes","","","","","","","","","","",""
"way/473684826","","yes","","","","","","","","","","",""
"way/473684828","","yes","","","","","","","","","","",""
"way/473684829","","yes","","","","","","","","","","",""
"way/473684830","","yes","","","","","","","","","","",""
"way/473684832","","yes","","","","","","","","","","",""
"way/473684833","","yes","","","","","","","","","","",""
"way/473684834","","yes","","","","","","","","","","",""
"way/473684835","","yes","","","","","","","","","","",""
"way/473684837","","yes","","","","","","","","","","",""
"way/473684838","","yes","","","","","","","","","","",""
"way/473684839","","yes","","","","","","","","","","",""
"way/473684840","","yes","","","","","","","","","","",""
"way/473684841","","yes","","","","","","","","","","",""
"way/473684842","","yes","","","","","","","","","","",""
"way/473684843","","yes","","","","","","","","","","",""
"way/473684844","","yes","","","","","","","","","","",""
"way/473684845","","yes","","","","","","","","","","",""
"way/473684846","","yes","","","","","","","","","","",""
"way/473684847","","yes","","","","","","","","","","",""
"way/473684848","","yes","","","","","","","","","","",""
"way/473685672","","apartments","","","400","","","","","","","",""
"way/473685677","","apartments","3","","","","","","","","","",""
"way/473685683","","apartments","3","","","","","","","","","",""
"way/473686034","","yes","","","","","","","","","","",""
"way/473686035","","yes","","","","","","","","","","",""
"way/473686036","","yes","","","","","","","","","","",""
"way/473686038","","yes","","","","","","","","","","",""
"way/473686039","","yes","","","","","","","","","","",""
"way/474080264","","house","2","","106","Villa Alegre Street","87501","","","","","",""
"way/474086238","","yes","1","","","","","","","","","",""
"way/474086239","","house","1","","710","West Alameda Street","87501","","","","","",""
"way/474086240","","house","1","","710","West Alameda Street","87501","","","","","",""
"way/474086241","","yes","","","","","","","","","","",""
"way/474086247","","house","1","","654","West San Francisco Street","87501","","","","","",""
"way/474086248","","house","1","","654","West San Francisco Street","87501","","","","","",""
"way/474086249","","house","1","","654","West San Francisco Street","87501","","","","","",""
"way/474086250","","house","1","","654","West San Francisco Street","87501","","","","","",""
"way/474240789","","yes","","","","","","","","","","",""
"way/474240790","","yes","","","","","","","","","","",""
"way/474240792","","yes","","","","","","","","","","",""
"way/474240793","","yes","","","","","","","","","","",""
"way/474240796","","yes","","","","","","","","","","",""
"way/474241931","","yes","","","","","","","","","","",""
"way/474241932","","yes","","","","","","","","","","",""
"way/474241933","","yes","","","","","","","","","","",""
"way/474241934","","yes","","","","","","","","","","",""
"way/474241935","","yes","","","","","","","","","","",""
"way/474241936","","yes","","","","","","","","","","",""
"way/474241939","","yes","","","","","","","","","","",""
"way/474253245","","yes","","","","","","","","","","",""
"way/474253246","","yes","","","","","","","","","","",""
"way/474253247","","yes","","","","","","","","","","",""
"way/474253250","","yes","","","","","","","","","","",""
"way/474442535","Sky Cinema","yes","3","","1606","Alcaldesa Street","87501","cinema","","","","","Q43009939"
"way/475713005","","yes","","","","","","","","","","",""
"way/475713007","","yes","","","","","","","","","","",""
"way/475713010","","yes","","","","","","","","","","",""
"way/475713013","","yes","","","","","","","","","","",""
"way/475713014","","yes","","","","","","","","","","",""
"way/475713015","","yes","","","","","","","","","","",""
"way/475713018","","yes","","","","","","","","","","",""
"way/475713019","","yes","","","","","","","","","","",""
"way/475713020","","yes","","","","","","","","","","",""
"way/475713021","","yes","","","","","","","","","","",""
"way/475713023","","yes","","","","","","","","","","",""
"way/475713024","","yes","","","","","","","","","","",""
"way/475713025","","yes","","","","","","","","","","",""
"way/475713026","","yes","","","","","","","","","","",""
"way/475713027","","yes","","","","","","","","","","",""
"way/475713028","","yes","","","","","","","","","","",""
"way/475713033","","yes","","","","","","","","","","",""
"way/475713035","","yes","","","","","","","","","","",""
"way/475713036","","yes","","","","","","","","","","",""
"way/475713037","","yes","","","","","","","","","","",""
"way/475713038","","detached","","","","","","","","","","",""
"way/475713039","","yes","","","","","","","","","","",""
"way/475713040","","yes","","","","","","","","","","",""
"way/475713041","","yes","","","","","","","","","","",""
"way/475713043","","yes","","","","","","","","","","",""
"way/475713044","","yes","","","","","","","","","","",""
"way/475713045","","yes","","","","","","","","","","",""
"way/475713046","","yes","","","","","","","","","","",""
"way/475713047","","yes","","","","","","","","","","",""
"way/475713048","","yes","","","","","","","","","","",""
"way/475713050","","yes","","","","","","","","","","",""
"way/475713051","","yes","","","","","","","","","","",""
"way/475713054","","yes","","","","","","","","","","",""
"way/475713056","","yes","","","","","","","","","","",""
"way/475713057","","yes","","","","","","","","","","",""
"way/475713058","","yes","","","","","","","","","","",""
"way/475713059","","yes","","","","","","","","","","",""
"way/475713060","","yes","","","","","","","","","","",""
"way/475713063","","yes","","","","","","","","","","",""
"way/475713064","","yes","","","","","","","","","","",""
"way/475713065","","yes","","","","","","","","","","",""
"way/475713068","","yes","","","","","","","","","","",""
"way/475970069","","yes","","","","","","","","","","",""
"way/475970070","","yes","","","","","","","","","","",""
"way/475970071","","yes","","","","","","","","","","",""
"way/475970073","","yes","","","","","","","","","","",""
"way/475970077","","yes","","","","","","","","","","",""
"way/475970078","","yes","","","","","","","","","","",""
"way/475970079","","yes","","","","","","","","","","",""
"way/475970080","","yes","","","","","","","","","","",""
"way/475970082","","yes","","","","","","","","","","",""
"way/475976025","","yes","","","","","","","","","","",""
"way/475976050","","yes","","","","","","","","","","",""
"way/476136429","","yes","","","","","","","","","","",""
"way/476136430","","yes","","","","","","","","","","",""
"way/476136434","","yes","","","","","","","","","","",""
"way/476136439","","yes","","","","","","","","","","",""
"way/476136440","","yes","","","","","","","","","","",""
"way/476136441","","yes","","","","","","","","","","",""
"way/476136444","","yes","","","","","","","","","","",""
"way/476136445","","yes","","","","","","","","","","",""
"way/476136450","","yes","","","","","","","","","","",""
"way/476136451","","yes","","","","","","","","","","",""
"way/476136452","","yes","","","","","","","","","","",""
"way/476136453","","yes","","","","","","","","","","",""
"way/476136454","","yes","","","","","","","","","","",""
"way/476136455","","yes","","","","","","","","","","",""
"way/476136456","","yes","","","","","","","","","","",""
"way/476136457","","yes","","","","","","","","","","",""
"way/476136458","","yes","","","","","","","","","","",""
"way/476136459","","yes","","","","","","","","","","",""
"way/476136460","","yes","","","","","","","","","","",""
"way/476136461","","yes","","","","","","","","","","",""
"way/476136462","","yes","","","","","","","","","","",""
"way/476136463","","yes","","","","","","","","","","",""
"way/476136465","","yes","","","","","","","","","","",""
"way/476136466","","yes","","","","","","","","","","",""
"way/476136467","","yes","","","","","","","","","","",""
"way/476136468","","yes","","","","","","","","","","",""
"way/476136469","","yes","","","","","","","","","","",""
"way/476136470","","yes","","","","","","","","","","",""
"way/476136471","","yes","","","","","","","","","","",""
"way/476136472","","yes","","","","","","","","","","",""
"way/476136473","","yes","","","","","","","","","","",""
"way/476136475","","yes","","","","","","","","","","",""
"way/476136476","","yes","","","","","","","","","","",""
"way/476149371","","yes","","","","","","","","","","",""
"way/476149372","","yes","","","","","","","","","","",""
"way/476149373","","yes","","","","","","","","","","",""
"way/476149374","","yes","","","","","","","","","","",""
"way/476149375","","yes","","","","","","","","","","",""
"way/476149376","","yes","","","","","","","","","","",""
"way/476149377","","yes","","","","","","","","","","",""
"way/476149378","","yes","","","","","","","","","","",""
"way/476149379","","yes","","","","","","","","","","",""
"way/476149380","","yes","","","","","","","","","","",""
"way/476149381","","yes","","","","","","","","","","",""
"way/476149382","","yes","","","","","","","","","","",""
"way/476149383","","yes","","","","","","","","","","",""
"way/476149384","","yes","","","","","","","","","","",""
"way/476149385","","yes","","","","","","","","","","",""
"way/476149386","","yes","","","","","","","","","","",""
"way/476149387","","yes","","","","","","","","","","",""
"way/476149396","","yes","","","","","","","","","","",""
"way/476149397","","yes","","","","","","","","","","",""
"way/476149399","","yes","","","","","","","","","","",""
"way/476149403","","yes","","","","","","","","","","",""
"way/476149405","","yes","","","","","","","","","","",""
"way/476149406","","yes","","","","","","","","","","",""
"way/476149407","","yes","","","","","","","","","","",""
"way/476149408","","yes","","","","","","","","","","",""
"way/476441742","","yes","","","","","","","","","","",""
"way/476441743","","yes","","","","","","","","","building","",""
"way/478519447","","yes","","","","","","","","","","",""
"way/478519448","","yes","","","","","","","","","","",""
"way/478519449","","yes","","","","","","","","","","",""
"way/478519450","","yes","","","","","","","","","","",""
"way/478519451","","yes","","","","","","","","","","",""
"way/478519452","","yes","","","","","","","","","","",""
"way/478519453","","yes","","","","","","","","","","",""
"way/478519454","","yes","","","","","","","","","","",""
"way/478519455","","yes","","","","","","","","","","",""
"way/478519456","","yes","","","","","","","","","","",""
"way/478519457","","yes","","","","","","","","","","",""
"way/478519458","","yes","","","","","","","","","","",""
"way/478519459","","yes","","","","","","","","","","",""
"way/478519460","","yes","","","","","","","","","","",""
"way/478519461","","yes","","","","","","","","","","",""
"way/478519462","","yes","","","","","","","","","","",""
"way/478519463","","yes","","","","","","","","","","",""
"way/478519464","","yes","","","","","","","","","","",""
"way/478519465","","yes","","","","","","","","","","",""
"way/478519466","","yes","","","","","","","","","","",""
"way/478519467","","yes","","","","","","","","","","",""
"way/478519470","","yes","","","","","","","","","","",""
"way/478519471","","yes","","","","","","","","","","",""
"way/478527574","","yes","","","","","","","","","","",""
"way/478527575","","yes","","","","","","","","","","",""
"way/478527576","","yes","","","","","","","","","","",""
"way/478527577","","yes","","","","","","","","","","",""
"way/478527578","","yes","","","","","","","","","","",""
"way/478527579","","yes","","","","","","","","","","",""
"way/478527580","","yes","","","","","","","","","","",""
"way/478527581","","yes","","","","","","","","","","",""
"way/478527582","","yes","","","","","","","","","","",""
"way/478527583","","yes","","","","","","","","","","",""
"way/478528615","","yes","","","","","","","","","","",""
"way/478528616","","yes","","","","","","","","","","",""
"way/478528619","","yes","","","","","","","","","","",""
"way/478528620","","yes","","","","","","","","","","",""
"way/478528621","","yes","","","","","","","","","","",""
"way/478528622","","yes","","","","","","","","","","",""
"way/478528623","","yes","","","","","","","","","","",""
"way/478528624","","yes","","","","","","","","","","",""
"way/478528625","","yes","","","","","","","","","","",""
"way/478528626","","yes","","","","","","","","","","",""
"way/478528627","","yes","","","","","","","","","","",""
"way/478528628","","yes","","","","","","","","","","",""
"way/478528629","","yes","","","","","","","","","","",""
"way/478528630","","yes","","","","","","","","","","",""
"way/478528631","","yes","","","","","","","","","","",""
"way/478528632","","yes","","","","","","","","","","",""
"way/478528633","","yes","","","","","","","","","","",""
"way/478528634","","yes","","","","","","","","","","",""
"way/478528635","","yes","","","","","","","","","","",""
"way/478528636","","yes","","","","","","","","","","",""
"way/478528637","","yes","","","","","","","","","","",""
"way/478528638","","yes","","","","","","","","","","",""
"way/478528639","","yes","","","","","","","","","","",""
"way/478528640","","yes","","","","","","","","","","",""
"way/478528641","","yes","","","","","","","","","","",""
"way/478528642","","yes","","","","","","","","","","",""
"way/478528643","","yes","","","","","","","","","","",""
"way/478528644","","yes","","","","","","","","","","",""
"way/478528645","","yes","","","","","","","","","","",""
"way/478528646","","yes","","","","","","","","","","",""
"way/478528647","","yes","","","","","","","","","","",""
"way/478528648","","yes","","","","","","","","","","",""
"way/478528649","","yes","","","","","","","","","","",""
"way/478896614","","yes","","","","","","","","","","",""
"way/478896615","","yes","","","","","","","","","","",""
"way/478896616","","yes","","","","","","","","","","",""
"way/478896617","","yes","","","","","","","","","","",""
"way/478896618","","yes","","","","","","","","","","",""
"way/478896621","","yes","","","","","","","","","","",""
"way/478896622","","yes","","","","","","","","","","",""
"way/478896623","","yes","","","","","","","","","","",""
"way/478896624","","yes","","","","","","","","","","",""
"way/478896625","","yes","","","","","","","","","","",""
"way/478896626","","yes","","","","","","","","","","",""
"way/478896627","","yes","","","","","","","","","","",""
"way/478896628","","yes","","","","","","","","","","",""
"way/478896629","","yes","","","","","","","","","","",""
"way/478896630","","yes","","","","","","","","","","",""
"way/478896631","","yes","","","","","","","","","","",""
