osm_id,name,building,building:levels,height,addr:housenumber,addr:street,addr:postcode,amenity,shop,tourism,historic,start_date,wikidata
"way/492455751","","yes","","","","","","","","","","",""
"way/492455752","","yes","","","","","","","","","","",""
"way/492455753","","yes","","","","","","","","","","",""
"way/492455754","","yes","","","","","","","","","","",""
"way/492455755","","yes","","","","","","","","","","",""
"way/492455756","","yes","","","","","","","","","","",""
"way/492455757","","yes","","","","","","","","","","",""
"way/492455758","","yes","","","","","","","","","","",""
"way/492455759","","yes","","","","","","","","","","",""
"way/492455760","","yes","","","","","","","","","","",""
"way/492455761","","yes","","","","","","","","","","",""
"way/492455762","","yes","","","","","","","","","","",""
"way/492455763","","yes","","","","","","","","","","",""
"way/492455764","","yes","","","","","","","","","","",""
"way/492455765","","yes","","","","","","","","","","",""
"way/492455766","","yes","","","","","","","","","","",""
"way/492455767","","yes","","","","","","","","","","",""
"way/492455768","","yes","","","","","","","","","","",""
"way/492455769","","yes","","","","","","","","","","",""
"way/492455770","","yes","","","","","","","","","","",""
"way/492455771","","yes","","","","","","","","","","",""
"way/492455772","","yes","","","","","","","","","","",""
"way/492455773","","yes","","","","","","","","","","",""
"way/492455774","","yes","","","","","","","","","","",""
"way/492455775","","yes","","","","","","","","","","",""
"way/492455776","","yes","","","","","","","","","","",""
"way/492455777","","yes","","","","","","","","","","",""
"way/492455778","","yes","","","","","","","","","","",""
"way/492455779","","yes","","","","","","","","","","",""
"way/492455780","","yes","","","","","","","","","","",""
"way/492455781","","yes","","","","","","","","","","",""
"way/492455782","","yes","","","","","","","","","","",""
"way/492455783","","yes","","","","","","","","","","",""
"way/492455784","","yes","","","","","","","","","","",""
"way/492455785","","yes","","","","","","","","","","",""
"way/492455786","","yes","","","","","","","","","","",""
"way/492455787","","yes","","","","","","","","","","",""
"way/492455788","","yes","","","","","","","","","","",""
"way/492455789","","yes","","","","","","","","","","",""
"way/492455790","","yes","","","","","","","","","","",""
"way/492455791","","yes","","","","","","","","","","",""
"way/492455792","","yes","","","","","","","","","","",""
"way/492455793","","yes","","","","","","","","","","",""
"way/492455794","","yes","","","","","","","","","","",""
"way/492455795","","yes","","","","","","","","","","",""
"way/492455796","","yes","","","","","","","","","","",""
"way/492455797","","yes","","","","","","","","","","",""
"way/492457109","","yes","","","","","","","","","","",""
"way/492457110","","yes","","","","","","","","","","",""
"way/492457111","","yes","","","","","","","","","","",""
"way/492457112","","yes","","","","","","","","","","",""
"way/492457113","","yes","","","","","","","","","","",""
"way/492457114","","yes","","","","","","","","","","",""
"way/492457115","","yes","","","","","","","","","","",""
"way/492457116","","yes","","","","","","","","","","",""
"way/492457117","","yes","","","","","","","","","","",""
"way/492457118","","yes","","","","","","","","","","",""
"way/492457119","","yes","","","","","","","","","","",""
"way/492457120","","yes","","","","","","","","","","",""
"way/492457121","","yes","","","","","","","","","","",""
"way/492457122","","yes","","","","","","","","","","",""
"way/492457123","","yes","","","","","","","","","","",""
"way/492457124","","yes","","","","","","","","","","",""
"way/492457125","","yes","","","","","","","","","","",""
"way/492457126","","yes","","","","","","","","","","",""
"way/492457127","","yes","","","","","","","","","","",""
"way/492457128","","yes","","","","","","","","","","",""
"way/492457129","","yes","","","","","","","","","","",""
"way/492457130","","yes","","","","","","","","","","",""
"way/492457131","","yes","","","","","","","","","","",""
"way/492457132","","yes","","","","","","","","","","",""
"way/492457133","","yes","","","","","","","","","","",""
"way/492457134","","yes","","","","","","","","","","",""
"way/492457135","","yes","","","","","","","","","","",""
"way/492457136","","yes","","","","","","","","","","",""
"way/492457137","","yes","","","","","","","","","","",""
"way/492457138","","yes","","","","","","","","","","",""
"way/492457139","","yes","","","","","","","","","","",""
"way/492457140","","yes","","","","","","","","","","",""
"way/492457141","","yes","","","","","","","","","","",""
"way/492457142","","yes","","","","","","","","","","",""
"way/492457143","","yes","","","","","","","","","","",""
"way/492457144","","yes","","","","","","","","","","",""
"way/492457145","","yes","","","","","","","","","","",""
"way/492457146","","yes","","","","","","","","","","",""
"way/492457147","","yes","","","","","","","","","","",""
"way/492457148","","yes","","","","","","","","","","",""
"way/492457149","","yes","","","","","","","","","","",""
"way/492457150","","yes","","","","","","","","","","",""
"way/492457151","","yes","","","","","","","","","","",""
"way/492457152","","yes","","","","","","","","","","",""
"way/492457153","","yes","","","","","","","","","","",""
"way/492457154","","yes","","","","","","","","","","",""
"way/492457155","","yes","","","","","","","","","","",""
"way/492457156","","yes","","","","","","","","","","",""
"way/492457157","","yes","","","","","","","","","","",""
"way/492457158","","yes","","","","","","","","","","",""
"way/492457159","","yes","","","","","","","","","","",""
"way/492457160","","yes","","","","","","","","","","",""
"way/492457161","","yes","","","","","","","","","","",""
"way/492457162","","yes","","","","","","","","","","",""
"way/492457163","","yes","","","","","","","","","","",""
"way/492457164","","yes","","","","","","","","","","",""
"way/492457165","","yes","","","","","","","","","","",""
"way/492457166","","yes","","","","","","","","","","",""
"way/492457167","","yes","","","","","","","","","","",""
"way/492458427","","yes","","","","","","","","","","",""
"way/492458428","","yes","","","","","","","","","","",""
"way/492458429","","yes","","","","","","","","","","",""
"way/492458430","","yes","","","","","","","","","","",""
"way/492458431","","yes","","","","","","","","","","",""
"way/492458432","","yes","","","","","","","","","","",""
"way/492458433","","yes","","","","","","","","","","",""
"way/492458434","","yes","","","","","","","","","","",""
"way/492458435","","yes","","","","","","","","","","",""
"way/492458436","","yes","","","","","","","","","","",""
"way/492458437","","yes","","","","","","","","","","",""
"way/492458438","","yes","","","","","","","","","","",""
"way/492458439","","yes","","","","","","","","","","",""
"way/492458440","","yes","","","","","","","","","","",""
"way/492458441","","yes","","","","","","","","","","",""
"way/492458442","","yes","","","","","","","","","","",""
"way/492458443","","yes","","","","","","","","","","",""
"way/492458444","","yes","","","","","","","","","","",""
"way/492458445","","yes","","","","","","","","","","",""
"way/492458446","","yes","","","","","","","","","","",""
"way/492458447","","yes","","","","","","","","","","",""
"way/492458448","","yes","","","","","","","","","","",""
"way/492458449","","yes","","","","","","","","","","",""
"way/492458450","","yes","","","","","","","","","","",""
"way/492458451","","yes","","","","","","","","","","",""
"way/492458452","","yes","","","","","","","","","","",""
"way/492458453","","yes","","","","","","","","","","",""
"way/492458454","","yes","","","","","","","","","","",""
"way/492458455","","yes","","","","","","","","","","",""
"way/492458456","","yes","","","","","","","","","","",""
"way/492458457","","yes","","","","","","","","","","",""
"way/492458458","","yes","","","","","","","","","","",""
"way/492458459","","yes","","","","","","","","","","",""
"way/492458460","","yes","","","","","","","","","","",""
"way/493782845","","yes","","","","","","","","","","",""
"way/493782846","","yes","","","","","","","","","","",""
"way/493782847","","yes","","","","","","","","","","",""
"way/493782849","","yes","","","","","","","","","","",""
"way/493782852","","yes","","","","","","","","","","",""
"way/493782853","","yes","","","","","","","","","","",""
"way/493782855","","yes","","","","","","","","","","",""
"way/493782856","","yes","","","","","","","","","","",""
"way/493782857","","yes","","","","","","","","","","",""
"way/493782858","","yes","","","","","","","","","","",""
"way/493782859","","yes","","","","","","","","","","",""
"way/493782860","","yes","","","","","","","","","","",""
"way/493782861","","yes","","","","","","","","","","",""
"way/493782862","","yes","","","","","","","","","","",""
"way/493782863","","yes","","","","","","","","","","",""
"way/493782865","","yes","","","","","","","","","","",""
"way/493782867","","yes","","","","","","","","","","",""
"way/493782868","","yes","","","","","","","","","","",""
"way/493782870","","yes","","","","","","","","","","",""
"way/493782871","","yes","","","","","","","","","","",""
"way/493782872","","yes","","","","","","","","","","",""
"way/493782873","","yes","","","","","","","","","","",""
"way/493782874","","yes","","","","","","","","","","",""
"way/493782876","","yes","","","","","","","","","","",""
"way/493782877","","yes","","","","","","","","","","",""
"way/493782880","Santa Kil","yes","","","","","","","","","","",""
"way/493783222","","yes","","","","","","","","","","",""
"way/493783223","","yes","","","","","","","","","","",""
"way/493783224","","yes","","","","","","","","","","",""
"way/493783225","","yes","","","","","","","","","","",""
"way/493783228","","yes","","","","","","","","","","",""
